claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM5803,property,"Roof damaged during a storm, water leaking into the attic.",9266.94,114,2,3295.82,765,19,1.0,6,0.149,0,call_center,37,0
CLM5804,auto,Vehicle stolen from the parking lot overnight.,6255.68,33,3,5030.66,258,43,1.0,7,0.295,0,agent,34,0
CLM5805,auto,"Collision on the highway, front end damage and airbag deployed.",4018.93,78,1,1337.31,279,24,0.91,4,0.661,1,call_center,58,0
CLM5806,auto,Vehicle stolen from the parking lot overnight.,4894.46,55,2,3575.52,881,42,0.9,5,0.502,0,online,58,0
CLM5807,auto,Side mirror and door dented in a parking lot accident.,6118.16,29,0,0.0,213,34,0.85,3,0.156,0,online,40,1
CLM5808,property,"Roof damaged during a storm, water leaking into the attic.",5295.53,58,2,3271.68,370,26,0.91,6,0.211,1,online,30,0
CLM5809,property,Break-in resulted in stolen electronics and damaged front door.,2825.7,73,3,6991.72,899,6,0.92,6,0.192,1,agent,30,0
CLM5810,auto,"Collision on the highway, front end damage and airbag deployed.",571.25,84,2,4083.66,755,56,0.82,5,0.23,1,call_center,21,0
CLM5811,travel,Luggage lost by the airline during an international transfer.,1788.72,77,0,42.24,434,49,0.84,3,0.464,1,call_center,27,0
CLM5812,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1850.55,87,2,3689.25,561,46,0.95,4,0.556,1,call_center,44,0
CLM5813,auto,Windshield cracked by a falling branch during a storm.,340.48,80,0,424.17,672,5,0.78,6,0.32,1,online,66,0
CLM5814,health,"Physiotherapy sessions following a fracture, claiming session costs.",1726.28,119,0,367.09,334,35,0.93,7,0.227,0,call_center,37,1
CLM5815,auto,Windshield cracked by a falling branch during a storm.,318.56,41,0,193.96,399,19,0.59,4,0.01,0,call_center,49,0
CLM5816,health,"Physiotherapy sessions following a fracture, claiming session costs.",1706.84,85,0,0.0,719,9,1.0,7,0.393,1,call_center,52,0
CLM5817,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3558.86,101,0,0.0,105,24,0.81,7,0.414,0,agent,63,0
CLM5818,auto,"Collision on the highway, front end damage and airbag deployed.",2706.37,4,0,0.0,341,36,1.0,5,0.735,0,call_center,60,0
CLM5819,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2112.01,31,1,1467.01,975,32,0.81,3,0.542,1,call_center,57,0
CLM5820,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1051.2,75,0,555.36,972,2,0.89,5,0.442,0,online,39,0
CLM5821,auto,Windshield cracked by a falling branch during a storm.,4784.63,3,0,264.33,141,7,1.0,5,0.02,1,agent,41,0
CLM5822,travel,Personal belongings stolen from hotel room during vacation.,443.42,36,0,0.0,635,44,0.93,6,0.291,0,call_center,43,1
CLM5823,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1222.68,112,1,1306.37,893,4,0.99,5,0.01,0,agent,20,0
CLM5824,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3590.42,98,0,31.22,990,48,0.93,5,0.38,0,call_center,40,1
CLM5825,auto,Windshield cracked by a falling branch during a storm.,1792.16,69,0,0.0,122,47,0.85,6,0.464,0,online,67,1
CLM5826,property,"Tree fell on the garage during high winds, structural damage reported.",6756.63,111,1,2082.67,217,56,0.8,5,0.184,1,online,20,0
CLM5827,auto,Vehicle stolen from the parking lot overnight.,4786.63,35,0,65.71,620,28,0.82,2,0.01,1,online,51,0
CLM5828,health,Diagnostic tests and consultation fees for ongoing treatment.,1551.2,94,0,0.0,226,3,0.88,6,0.346,1,online,39,0
CLM5829,health,Diagnostic tests and consultation fees for ongoing treatment.,803.26,102,0,393.61,929,25,1.0,6,0.01,0,online,38,0
CLM5830,health,Diagnostic tests and consultation fees for ongoing treatment.,779.96,110,2,3983.93,254,1,0.84,6,0.217,0,call_center,54,1
CLM5831,travel,Luggage lost by the airline during an international transfer.,306.36,50,2,3706.05,228,12,0.87,4,0.594,0,call_center,51,0
CLM5832,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1600.33,55,0,0.0,591,55,0.81,6,0.133,1,agent,21,0
CLM5833,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3339.81,98,1,860.03,475,8,0.77,4,0.331,0,agent,44,0
CLM5834,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1177.21,68,1,2381.93,719,2,0.48,1,0.24,0,online,34,1
CLM5835,health,Diagnostic tests and consultation fees for ongoing treatment.,2533.64,43,1,2572.88,271,43,0.91,4,0.341,0,online,59,0
CLM5836,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2120.98,27,0,0.0,730,51,0.72,2,0.128,0,call_center,67,0
CLM5837,property,Kitchen fire caused smoke damage to walls and ceiling.,6218.36,15,1,1789.18,906,36,0.67,4,0.01,0,online,56,0
CLM5838,property,Kitchen fire caused smoke damage to walls and ceiling.,2585.2,5,0,0.0,147,36,0.74,5,0.416,0,call_center,45,0
CLM5839,travel,Personal belongings stolen from hotel room during vacation.,1166.39,33,0,0.0,686,36,0.91,6,0.159,0,online,62,0
CLM5840,property,"Tree fell on the garage during high winds, structural damage reported.",5230.93,58,2,3014.14,759,48,0.76,3,0.493,1,online,68,0
CLM5841,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1079.69,116,0,181.48,898,57,0.74,2,0.707,1,online,49,0
CLM5842,property,Kitchen fire caused smoke damage to walls and ceiling.,8458.7,94,2,3974.3,409,52,0.47,2,0.464,1,agent,49,1
CLM5843,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",338.25,19,0,218.02,809,57,0.89,4,0.768,0,agent,56,0
CLM5844,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",715.27,87,0,0.0,666,17,0.7,3,0.031,1,agent,49,0
CLM5845,health,Diagnostic tests and consultation fees for ongoing treatment.,3586.44,46,1,1440.44,722,47,0.76,3,0.382,1,call_center,45,0
CLM5846,property,"Tree fell on the garage during high winds, structural damage reported.",6575.24,3,0,0.0,54,46,0.55,3,0.513,0,online,64,1
CLM5847,auto,Side mirror and door dented in a parking lot accident.,1855.09,59,0,297.23,39,53,0.83,3,0.626,1,online,57,0
CLM5848,property,Break-in resulted in stolen electronics and damaged front door.,10876.64,115,1,1608.94,148,52,0.64,5,0.46,1,online,20,0
CLM5849,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1282.15,68,1,1817.09,305,59,0.82,3,0.282,1,agent,68,0
CLM5850,auto,Windshield cracked by a falling branch during a storm.,1863.84,33,2,3711.48,498,50,0.52,4,0.53,1,agent,70,0
CLM5851,property,"Tree fell on the garage during high winds, structural damage reported.",1837.63,109,1,1664.85,572,40,0.68,1,0.403,0,call_center,69,1
CLM5852,property,"Roof damaged during a storm, water leaking into the attic.",5119.96,11,0,121.56,845,35,0.92,5,0.156,0,agent,30,0
CLM5853,property,Kitchen fire caused smoke damage to walls and ceiling.,3444.83,6,0,0.0,278,55,0.72,5,0.01,0,online,47,0
CLM5854,auto,Vehicle stolen from the parking lot overnight.,7021.36,75,1,1596.55,605,37,0.91,3,0.402,1,call_center,63,1
CLM5855,health,Diagnostic tests and consultation fees for ongoing treatment.,1188.79,75,0,0.0,611,4,0.99,7,0.052,0,call_center,33,0
CLM5856,health,Diagnostic tests and consultation fees for ongoing treatment.,1258.42,26,0,0.0,682,56,0.77,3,0.01,1,call_center,29,0
CLM5857,property,Break-in resulted in stolen electronics and damaged front door.,2421.54,107,0,0.0,108,33,0.8,3,0.469,1,online,63,0
CLM5858,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",240.04,40,0,1106.61,940,18,0.69,2,0.304,1,call_center,59,0
CLM5859,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",2126.98,90,0,558.02,42,12,0.91,6,0.367,1,online,40,0
CLM5860,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",1310.86,102,0,289.09,878,37,0.97,5,0.606,1,call_center,29,0
CLM5861,auto,"Collision on the highway, front end damage and airbag deployed.",4364.66,72,1,1537.43,361,1,0.92,1,0.086,1,online,71,0
CLM5862,property,"Tree fell on the garage during high winds, structural damage reported.",9215.41,29,1,1763.96,257,58,0.66,5,0.258,1,call_center,61,1
CLM5863,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",974.22,49,1,1108.89,387,35,0.83,6,0.252,1,agent,71,0
CLM5864,property,Break-in resulted in stolen electronics and damaged front door.,4714.48,35,0,0.0,539,56,0.95,6,0.01,0,call_center,49,0
CLM5865,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",950.2,4,0,0.0,23,36,0.98,7,0.391,0,call_center,35,1
CLM5866,auto,Vehicle stolen from the parking lot overnight.,4898.02,17,1,1475.04,92,58,0.65,4,0.772,0,agent,42,0
CLM5867,auto,Side mirror and door dented in a parking lot accident.,5198.81,53,0,851.25,520,47,0.93,4,0.321,1,online,20,0
CLM5868,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2037.62,29,0,0.0,534,48,0.66,5,0.403,1,online,72,0
CLM5869,auto,Vehicle stolen from the parking lot overnight.,2193.35,87,0,382.02,870,10,0.73,4,0.111,1,agent,56,0
CLM5870,auto,Vehicle stolen from the parking lot overnight.,1911.23,85,0,740.83,696,28,0.91,7,0.337,1,call_center,51,0
CLM5871,property,"Roof damaged during a storm, water leaking into the attic.",6509.23,68,0,498.2,5,15,0.67,6,0.316,1,agent,26,1
CLM5872,property,"Roof damaged during a storm, water leaking into the attic.",7494.91,112,0,0.0,152,18,0.75,1,0.026,1,online,45,0
CLM5873,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",906.83,37,0,0.0,549,10,0.79,4,0.246,1,online,35,0
CLM5874,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1205.12,108,1,1813.89,923,32,0.88,4,0.783,1,call_center,35,0
CLM5875,health,"Physiotherapy sessions following a fracture, claiming session costs.",3121.05,86,0,513.48,58,51,0.65,3,0.633,1,online,74,0
CLM5876,property,Break-in resulted in stolen electronics and damaged front door.,5531.74,11,0,203.63,254,7,0.93,6,0.403,1,call_center,59,0
CLM5877,property,Break-in resulted in stolen electronics and damaged front door.,10898.94,50,0,272.61,813,30,0.98,5,0.579,1,online,48,0
CLM5878,auto,Windshield cracked by a falling branch during a storm.,4569.19,31,0,0.0,925,9,0.96,5,0.287,1,agent,25,0
CLM5879,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2374.56,76,2,4104.77,319,41,0.85,5,0.941,1,agent,66,1
CLM5880,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2828.4,8,0,0.0,123,6,1.0,3,0.128,1,call_center,47,0
CLM5881,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",155.72,106,0,0.0,948,14,1.0,4,0.414,0,agent,30,0
CLM5882,travel,Luggage lost by the airline during an international transfer.,1057.92,34,2,4034.1,861,3,0.55,2,0.484,0,call_center,38,1
CLM5883,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1200.03,63,0,221.52,697,54,0.89,7,0.193,0,online,57,0
CLM5884,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",864.97,2,0,795.54,315,53,0.66,3,0.602,0,agent,65,1
CLM5885,travel,Luggage lost by the airline during an international transfer.,1461.97,62,1,2746.43,292,28,0.52,3,0.502,0,agent,30,0
CLM5886,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1406.12,43,0,461.67,873,21,0.6,2,0.573,1,agent,68,0
CLM5887,auto,Side mirror and door dented in a parking lot accident.,2102.74,86,1,609.16,17,8,0.67,4,0.39,1,online,50,0
CLM5888,property,"Tree fell on the garage during high winds, structural damage reported.",6130.33,11,0,423.26,897,12,0.75,5,0.048,1,call_center,66,0
CLM5889,property,"Tree fell on the garage during high winds, structural damage reported.",4543.46,15,0,0.0,634,55,1.0,6,0.384,1,call_center,28,0
CLM5890,health,"Physiotherapy sessions following a fracture, claiming session costs.",2083.06,61,0,600.98,409,16,0.69,4,0.75,1,agent,47,0
CLM5891,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2160.49,9,0,506.91,40,45,0.83,3,0.461,1,online,68,1
CLM5892,auto,Side mirror and door dented in a parking lot accident.,641.01,89,1,2223.1,826,28,0.85,6,0.064,1,call_center,34,0
CLM5893,travel,Luggage lost by the airline during an international transfer.,1039.42,20,0,0.0,988,1,0.77,3,0.333,1,agent,57,0
CLM5894,property,"Roof damaged during a storm, water leaking into the attic.",13874.17,18,1,1326.85,93,53,0.73,4,0.108,0,call_center,38,1
CLM5895,travel,Personal belongings stolen from hotel room during vacation.,863.66,58,1,2116.13,432,26,0.92,8,0.326,0,online,62,0
CLM5896,auto,Windshield cracked by a falling branch during a storm.,4050.96,95,1,1841.36,588,24,0.74,3,0.513,1,call_center,72,0
CLM5897,auto,"Collision on the highway, front end damage and airbag deployed.",2845.24,98,1,1001.96,699,3,1.0,5,0.395,1,agent,48,0
CLM5898,travel,Luggage lost by the airline during an international transfer.,485.63,58,3,5698.52,7,55,0.92,4,0.223,1,online,64,1
CLM5899,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",4094.2,77,0,200.87,99,34,0.65,2,0.702,0,call_center,43,0
CLM5900,auto,"Collision on the highway, front end damage and airbag deployed.",50.0,105,0,542.69,892,11,0.98,3,0.451,0,agent,38,0
CLM5901,health,"Underwent emergency surgery after an accident, submitting hospital bills.",4248.73,95,1,1975.22,134,30,0.7,5,0.01,0,online,56,0
CLM5902,travel,Luggage lost by the airline during an international transfer.,1552.56,60,2,3519.13,206,39,0.81,2,0.321,0,call_center,26,1
CLM5903,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3073.91,31,0,361.1,34,39,1.0,5,0.571,1,online,70,0
CLM5904,health,"Physiotherapy sessions following a fracture, claiming session costs.",3767.72,77,0,149.56,590,35,0.97,6,0.41,1,online,67,0
CLM5905,travel,Personal belongings stolen from hotel room during vacation.,675.65,112,0,0.0,494,55,1.0,3,0.409,1,agent,39,0
CLM5906,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,4,2,2999.94,231,6,0.97,5,0.332,1,agent,59,0
CLM5907,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1399.58,36,0,0.0,151,57,0.81,7,0.23,0,call_center,65,0
CLM5908,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",536.85,83,1,1879.24,340,37,0.83,4,0.483,0,call_center,28,1
CLM5909,property,Break-in resulted in stolen electronics and damaged front door.,8151.66,38,0,502.23,391,29,0.51,4,0.497,1,agent,27,0
CLM5910,property,Pipe burst in the basement causing water damage to furniture.,4482.88,25,0,385.02,240,53,0.59,1,0.444,0,agent,26,1
CLM5911,property,"Roof damaged during a storm, water leaking into the attic.",3221.06,43,0,0.0,905,6,0.72,2,0.331,1,call_center,31,0
CLM5912,auto,"Collision on the highway, front end damage and airbag deployed.",6632.41,22,0,0.0,116,54,0.85,6,0.444,1,call_center,71,0
CLM5913,property,Pipe burst in the basement causing water damage to furniture.,8423.31,6,0,495.48,527,33,0.73,3,0.712,1,call_center,36,0
CLM5914,health,"Physiotherapy sessions following a fracture, claiming session costs.",4538.03,9,0,0.0,372,16,0.84,7,0.171,1,online,20,0
CLM5915,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",440.76,106,1,1176.38,749,43,0.89,6,0.177,1,call_center,32,0
CLM5916,auto,"Collision on the highway, front end damage and airbag deployed.",3871.37,25,1,1633.96,780,56,0.87,6,0.423,1,call_center,38,0
CLM5917,property,"Tree fell on the garage during high winds, structural damage reported.",50.0,30,0,0.0,138,14,0.74,4,0.47,1,call_center,43,0
CLM5918,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2075.62,1,1,2223.09,553,11,0.9,5,0.08,0,agent,27,1
CLM5919,auto,Side mirror and door dented in a parking lot accident.,6793.08,3,0,51.62,377,40,0.78,6,0.405,1,agent,18,0
CLM5920,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1232.66,100,0,0.0,874,51,1.0,7,0.309,1,agent,28,0
CLM5921,travel,Luggage lost by the airline during an international transfer.,339.4,53,0,0.0,462,33,1.0,6,0.523,1,online,19,0
CLM5922,auto,Vehicle stolen from the parking lot overnight.,2937.71,35,1,1533.88,77,3,0.71,6,0.129,1,call_center,74,0
CLM5923,auto,Vehicle stolen from the parking lot overnight.,2316.66,48,0,463.55,666,42,1.0,6,0.371,1,agent,51,0
CLM5924,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2708.45,2,0,0.0,70,50,0.82,3,0.654,0,online,66,1
CLM5925,auto,Windshield cracked by a falling branch during a storm.,2287.09,58,0,0.0,763,1,0.89,4,0.396,1,call_center,59,1
CLM5926,property,Kitchen fire caused smoke damage to walls and ceiling.,3176.15,12,1,2023.97,658,24,0.9,7,0.166,1,call_center,68,0
CLM5927,travel,Luggage lost by the airline during an international transfer.,1172.43,12,1,2088.68,516,36,0.78,5,0.136,0,agent,53,1
CLM5928,travel,Personal belongings stolen from hotel room during vacation.,1119.27,55,0,336.03,219,10,0.6,4,0.604,1,online,50,0
CLM5929,property,"Roof damaged during a storm, water leaking into the attic.",7251.19,98,1,1682.2,231,36,0.95,7,0.325,0,call_center,60,1
